tenure,MonthlyCharges,TotalCharges,Contract,InternetService
15,101.75,1669.4,Month-to-month,Fiber optic
66,74.6,4798.4,Two year,DSL
58,105.2,6225.4,One year,Fiber optic
43,71.9,3173.35,One year,DSL
43,64.85,2908.2,One year,DSL
47,75.45,3545.1,Month-to-month,Fiber optic
56,106.8,5914.4,One year,Fiber optic
72,48.9,3527,Two year,DSL
16,75.1,1212.85,Month-to-month,Fiber optic
68,64.1,4326.25,Two year,DSL
15,20.55,295.95,One year,No
66,54.65,3632,Two year,DSL
3,80.4,224.05,Month-to-month,Fiber optic
72,109.7,8129.3,Two year,Fiber optic
27,20.35,531.6,Two year,No
3,19.65,60.65,Month-to-month,No
22,79.35,1730.35,Month-to-month,Fiber optic
58,65.25,3791.6,Month-to-month,DSL
72,23.3,1623.15,One year,No
32,104.05,3416.85,One year,Fiber optic
9,65.6,593.3,One year,DSL
8,56.3,401.5,Month-to-month,DSL
5,70.0,347.4,One year,DSL
39,20.15,826,Two year,No
24,79.85,2001,Month-to-month,Fiber optic
23,24.35,538.5,One year,No
8,85.2,695.75,Month-to-month,Fiber optic
55,64.2,3627.3,One year,DSL
1,68.5,68.5,Month-to-month,Fiber optic
23,60.0,1347.15,One year,DSL
4,91.65,365.4,Month-to-month,Fiber optic
54,94.1,5060.9,One year,Fiber optic
65,95.45,6223.3,Month-to-month,Fiber optic
39,25.25,947.75,One year,DSL
51,111.55,5720.35,One year,Fiber optic
16,63.05,1067.05,Month-to-month,DSL
37,95.15,3532.85,Month-to-month,Fiber optic
59,76.45,4519.5,Two year,DSL
48,104.5,5068.05,Month-to-month,Fiber optic
65,74.8,4820.15,Two year,DSL
24,19.9,533.5,One year,No
8,66.05,574.5,Month-to-month,DSL
22,78.85,1600.25,Month-to-month,Fiber optic
10,62.25,612.95,Month-to-month,DSL
65,109.15,6941.2,Month-to-month,Fiber optic
23,90.15,2044.95,Month-to-month,Fiber optic
27,53.45,1461.45,Month-to-month,DSL
24,20.45,527.35,One year,No
1,48.6,48.6,Month-to-month,DSL
63,99.7,6330.4,Two year,Fiber optic
60,60.5,3694.45,Two year,DSL
31,49.85,1520.1,Two year,DSL
72,53.65,3784,Two year,DSL
22,20.25,488.25,One year,No
7,64.95,493.65,Month-to-month,DSL
4,45.25,155.35,Month-to-month,DSL
5,25.45,134.75,Month-to-month,No
23,79.1,1783.75,Month-to-month,Fiber optic
8,19.6,125,Two year,No
9,69.05,651.5,Month-to-month,Fiber optic
23,95.1,2326.05,Month-to-month,Fiber optic
72,69.85,5102.35,Two year,DSL
25,70.95,1767.35,Month-to-month,Fiber optic
15,30.2,469.65,Month-to-month,DSL
7,54.85,370.4,Month-to-month,DSL
1,53.55,53.55,Month-to-month,DSL
7,95.6,644.35,Month-to-month,Fiber optic
48,99.7,4977.2,One year,Fiber optic
69,108.75,7493.05,One year,Fiber optic
56,104.55,5794.65,One year,Fiber optic
3,79.9,260.9,Month-to-month,Fiber optic
40,67.45,2731,Month-to-month,DSL
6,19.55,124.45,Two year,No
61,106.6,6428.4,Two year,Fiber optic
1,86.05,86.05,Month-to-month,Fiber optic
27,55.45,1477.65,One year,DSL
43,86.45,3574.5,Two year,DSL
20,61.6,1174.35,Month-to-month,DSL
17,92.6,1579.7,Month-to-month,Fiber optic
6,69.1,435,Month-to-month,Fiber optic
41,35.45,1391.65,One year,DSL
1,79.9,79.9,Month-to-month,Fiber optic
1,69.6,69.6,Month-to-month,Fiber optic
13,25.15,331.85,Month-to-month,DSL
52,105.0,5426.85,One year,Fiber optic
5,50.55,244.75,Month-to-month,DSL
72,90.6,6441.85,Two year,DSL
25,54.1,1373,Month-to-month,DSL
66,104.55,6779.05,One year,Fiber optic
56,24.8,1424.2,Two year,No
6,99.95,547.65,Month-to-month,Fiber optic
60,59.85,3590.2,Two year,DSL
48,99.0,4744.35,One year,Fiber optic
27,54.75,1510.3,Month-to-month,DSL
72,106.1,7548.6,Two year,Fiber optic
38,66.15,2522.4,Month-to-month,DSL
4,100.2,420.2,Month-to-month,Fiber optic
4,19.55,68.8,Two year,No
42,94.45,3923.8,One year,Fiber optic
46,94.9,4422.95,One year,Fiber optic
40,42.35,1716.45,One year,DSL
31,81.15,2545.75,One year,DSL
30,107.5,3242.5,Month-to-month,Fiber optic
13,65.85,902.25,Month-to-month,DSL
14,19.65,228.65,One year,No
10,19.3,185.2,One year,No
30,69.1,2093.9,Two year,DSL
35,91.0,3180.5,Month-to-month,Fiber optic
32,79.25,2619.15,One year,Fiber optic
2,75.7,189.2,Month-to-month,Fiber optic
35,19.9,666,One year,No
27,100.75,2793.55,Month-to-month,Fiber optic
72,24.75,1859.1,Two year,No
1,19.2,19.2,Month-to-month,No
1,43.95,43.95,Month-to-month,DSL
64,100.3,6603.8,One year,Fiber optic
19,56.1,1033.9,Month-to-month,DSL
4,49.4,184.4,Month-to-month,DSL
1,69.6,69.6,Month-to-month,Fiber optic
34,65.0,2157.5,Month-to-month,DSL
72,49.2,3580.95,Two year,DSL
70,116.55,8152.3,Two year,Fiber optic
66,66.9,4370.25,Two year,DSL
69,108.4,7318.2,Two year,Fiber optic
15,64.85,950.75,One year,DSL
70,111.15,7737.55,Two year,Fiber optic
66,25.15,1683.6,Two year,No
42,84.65,3541.35,Month-to-month,Fiber optic
3,80.7,239.45,Month-to-month,Fiber optic
31,103.45,3066.45,One year,Fiber optic
42,54.75,2348.45,One year,DSL
3,98.7,293.65,Month-to-month,Fiber optic
63,20.5,1328.15,One year,No
50,20.55,1067.65,Two year,No
1,69.9,69.9,Month-to-month,Fiber optic
64,96.9,6314.35,One year,Fiber optic
17,64.8,1175.6,One year,DSL
48,55.8,2651.2,One year,DSL
38,60.0,2193.2,Two year,DSL
15,55.2,864.55,One year,DSL
28,70.4,1992.2,One year,Fiber optic
72,111.95,8033.1,Two year,Fiber optic
42,48.15,2032.3,Two year,DSL
1,20.5,20.5,Month-to-month,No
31,86.55,2697.4,Month-to-month,Fiber optic
44,30.35,1359.7,Month-to-month,DSL
11,53.8,651.55,One year,DSL
6,55.0,340.4,Month-to-month,DSL
68,101.35,7110.75,One year,Fiber optic
62,81.45,4983.05,One year,Fiber optic
21,103.9,2254.2,Month-to-month,Fiber optic
0,73.35, ,Two year,DSL
9,83.85,790.15,Month-to-month,Fiber optic
69,112.55,7806.5,Two year,Fiber optic
7,20.75,141.1,Month-to-month,No
67,111.25,7511.65,One year,Fiber optic
45,54.15,2319.8,One year,DSL
17,94.8,1563.9,Month-to-month,Fiber optic
35,21.1,741,One year,No
3,86.85,220.95,Month-to-month,Fiber optic
12,86.55,1066.9,Month-to-month,Fiber optic
34,25.05,852.7,Month-to-month,DSL
56,105.6,6068.65,One year,Fiber optic
7,89.0,605.45,Month-to-month,Fiber optic
1,25.7,25.7,Month-to-month,No
53,20.25,1048.45,Two year,No
42,105.2,4599.15,One year,Fiber optic
52,91.25,4738.3,One year,Fiber optic
72,117.15,8529.5,Two year,Fiber optic
2,24.4,36.55,Month-to-month,DSL
2,79.55,151.75,Month-to-month,Fiber optic
52,101.25,5301.1,One year,Fiber optic
6,25.1,171,One year,No
72,115.8,8332.15,Two year,Fiber optic
1,91.3,91.3,Month-to-month,Fiber optic
50,109.65,5551.15,Two year,Fiber optic
68,82.45,5646.6,Two year,DSL
1,69.15,69.15,Month-to-month,Fiber optic
3,60.65,196.9,Month-to-month,DSL
22,59.75,1374.35,One year,DSL
72,79.5,5661.7,Two year,DSL
64,19.8,1336.65,One year,No
6,20.6,116.6,One year,No
68,19.95,1303.25,Two year,No
66,104.25,6860.6,One year,Fiber optic
1,78.45,78.45,Month-to-month,Fiber optic
6,89.5,573.3,Month-to-month,Fiber optic
3,70.4,204.7,Month-to-month,Fiber optic
34,116.25,3899.05,One year,Fiber optic
60,97.2,5611.75,Two year,Fiber optic
10,80.25,846,Month-to-month,Fiber optic
49,25.25,1211.65,Two year,No
48,73.85,3581.4,One year,DSL
14,39.7,692.35,Two year,DSL
68,80.35,5589.3,Month-to-month,Fiber optic
37,40.2,1478.85,Month-to-month,DSL
69,113.25,7895.15,Two year,Fiber optic
13,35.4,450.4,Two year,DSL
8,19.45,159.2,Month-to-month,No
13,72.8,930.05,Month-to-month,DSL
57,59.75,3450.15,Two year,DSL
72,89.85,6562.9,Two year,DSL
8,19.05,201.7,Two year,No
45,53.3,2296.25,Two year,DSL
21,43.55,1011.5,Month-to-month,DSL
39,40.6,1494.5,Month-to-month,DSL
15,24.8,324.15,Month-to-month,No
54,63.35,3409.1,Two year,DSL
60,89.55,5231.2,Two year,Fiber optic
2,45.25,85.5,Month-to-month,DSL
37,90.35,3419.3,Month-to-month,Fiber optic
12,54.2,690.5,Month-to-month,DSL
30,106.4,3211.9,Month-to-month,Fiber optic
61,106.2,6375.2,Month-to-month,Fiber optic
72,64.8,4732.35,Two year,DSL
1,20.2,20.2,One year,No
38,95.0,3591.25,One year,Fiber optic
25,65.8,1679.65,Month-to-month,DSL
71,24.65,1710.15,Two year,No
26,20.25,493.95,Month-to-month,No
20,89.1,1879.25,Month-to-month,Fiber optic
28,94.5,2659.4,Month-to-month,Fiber optic
31,93.8,2939.8,One year,Fiber optic
32,96.15,3019.25,Month-to-month,Fiber optic
13,35.1,446.1,Month-to-month,DSL
15,26.35,378.6,Month-to-month,No
60,39.6,2424.5,Two year,DSL
3,75.25,242,Month-to-month,Fiber optic
54,100.05,5299.65,One year,Fiber optic
3,19.1,52,Two year,No
9,71.0,672.55,Month-to-month,Fiber optic
17,104.2,1743.5,Month-to-month,Fiber optic
15,96.3,1426.75,Month-to-month,Fiber optic
19,25.6,485.9,Two year,No
4,85.95,381.3,Month-to-month,Fiber optic
1,79.35,79.35,Month-to-month,Fiber optic
72,60.95,4549.05,Two year,DSL
25,55.1,1466.1,One year,DSL
9,76.25,684.85,Month-to-month,Fiber optic
5,20.5,104.3,Month-to-month,No
61,33.6,2117.2,Month-to-month,DSL
71,104.1,7412.25,One year,Fiber optic
60,19.25,1103.25,Two year,No
55,59.2,3175.85,Two year,DSL
60,74.85,4456.35,One year,DSL
30,85.35,2530.4,One year,DSL
41,113.6,4594.95,Month-to-month,Fiber optic
11,54.6,617.85,One year,DSL
38,70.15,2497.35,One year,DSL
2,43.95,85.1,Month-to-month,DSL
72,97.75,6991.6,Two year,Fiber optic
41,101.6,3930.55,One year,Fiber optic
1,93.85,93.85,Month-to-month,Fiber optic
2,20.4,42.9,Month-to-month,No
47,99.35,4749.15,Month-to-month,Fiber optic
11,95.0,1120.3,Month-to-month,Fiber optic
1,24.4,24.4,Month-to-month,DSL
5,19.45,86.05,Month-to-month,No
60,50.05,2911.5,One year,DSL
50,19.4,1023.95,Two year,No
56,86.4,4922.4,Month-to-month,Fiber optic
38,83.9,3233.6,Month-to-month,Fiber optic
54,109.55,6118.95,Month-to-month,Fiber optic
48,106.1,5082.8,One year,Fiber optic
4,85.65,338.9,Month-to-month,Fiber optic
1,75.35,75.35,Month-to-month,Fiber optic
28,110.85,3204.4,Month-to-month,Fiber optic
10,98.55,1008.55,Month-to-month,Fiber optic
18,19.8,342.3,One year,No
67,104.6,6885.75,Two year,Fiber optic
1,70.3,70.3,Month-to-month,Fiber optic
66,65.85,4097.05,Two year,DSL
9,68.95,593.85,Month-to-month,DSL
68,101.05,6770.5,One year,Fiber optic
57,74.6,4368.95,One year,DSL
14,91.65,1301,Month-to-month,Fiber optic
66,116.25,7862.25,One year,Fiber optic
35,23.3,797.1,Two year,No
3,76.05,231.8,Month-to-month,Fiber optic
22,56.25,1292.2,One year,DSL
37,20.3,755.4,One year,No
27,25.85,788.55,Two year,No
8,30.45,226.45,Month-to-month,DSL
67,24.85,1583.5,Two year,No
53,93.9,5029.2,Month-to-month,Fiber optic
72,107.45,7658.3,Two year,Fiber optic
3,91.85,257.05,Month-to-month,Fiber optic
6,49.45,314.6,Month-to-month,DSL
71,96.35,6766.95,Two year,Fiber optic
63,19.25,1237.65,Two year,No
54,105.4,5643.4,One year,Fiber optic
1,44.3,44.3,Month-to-month,DSL
61,79.4,4820.55,One year,DSL
13,19.45,232.1,Month-to-month,No
22,24.85,493.4,Month-to-month,No
4,19.95,59.25,Month-to-month,No
24,57.6,1367.75,One year,DSL
71,82.7,5831.2,Two year,DSL
70,104.0,7250.15,Two year,Fiber optic
25,89.7,2187.55,Month-to-month,Fiber optic
72,78.95,5730.15,Two year,DSL
1,70.55,70.55,Month-to-month,Fiber optic
56,99.8,5515.45,One year,Fiber optic
26,105.45,2715.3,Two year,Fiber optic
47,78.9,3650.35,One year,Fiber optic
57,79.75,4438.2,Two year,DSL
70,80.7,5617.95,Two year,DSL
72,112.6,8126.65,Two year,Fiber optic
1,71.1,71.1,Month-to-month,Fiber optic
13,20.0,218.55,One year,No
53,94.25,4867.95,One year,Fiber optic
39,59.8,2343.85,One year,DSL
1,69.8,69.8,Month-to-month,Fiber optic
64,102.1,6538.45,Two year,Fiber optic
48,91.05,4370.75,Month-to-month,Fiber optic
1,24.75,24.75,Month-to-month,DSL
1,79.25,79.25,Month-to-month,Fiber optic
1,100.8,100.8,Month-to-month,Fiber optic
65,90.65,5931,Month-to-month,Fiber optic
4,94.9,360.55,Month-to-month,Fiber optic
55,94.75,5276.1,One year,Fiber optic
49,55.35,2633.95,One year,DSL
31,19.55,658.95,Month-to-month,No
72,116.85,8477.7,Two year,Fiber optic
30,100.05,3046.15,Month-to-month,Fiber optic
72,54.2,3937.45,Two year,DSL
9,93.0,870.25,Month-to-month,Fiber optic
8,99.65,820.5,Month-to-month,Fiber optic
59,106.15,6256.2,One year,Fiber optic
22,84.3,1855.65,Month-to-month,Fiber optic
62,110.75,7053.35,One year,Fiber optic
1,46.0,46,Month-to-month,DSL
1,74.7,74.7,Month-to-month,Fiber optic
71,19.85,1326.35,Two year,No
23,24.8,615.35,One year,No
67,85.25,5714.2,Two year,DSL
26,19.8,457.3,One year,No
62,89.1,5411.65,Two year,Fiber optic
2,20.35,45.3,Month-to-month,No
1,44.0,44,Month-to-month,DSL
2,20.45,34.8,One year,No
71,52.3,3765.05,Month-to-month,DSL
13,96.65,1162.85,Month-to-month,Fiber optic
71,95.15,6770.85,One year,Fiber optic
72,108.05,7806.6,Two year,Fiber optic
36,93.6,3366.05,Month-to-month,Fiber optic
19,66.4,1286.05,Month-to-month,DSL
54,74.55,4191.45,Two year,DSL
67,105.4,7035.6,One year,Fiber optic
60,94.15,5811.8,One year,Fiber optic
58,50.0,2919.85,One year,DSL
30,19.7,599.25,Two year,No
72,59.75,4265,Two year,DSL
65,104.3,6725.3,Two year,Fiber optic
48,58.95,2789.7,One year,DSL
4,74.9,321.75,Month-to-month,Fiber optic
5,80.85,356.1,Month-to-month,Fiber optic
61,62.15,3778.85,Two year,DSL
9,86.25,770.5,Month-to-month,Fiber optic
1,85.7,85.7,Month-to-month,Fiber optic
23,86.8,1940.8,One year,Fiber optic
1,19.65,19.65,Month-to-month,No
28,29.75,790.7,Month-to-month,DSL
12,95.7,1184,One year,Fiber optic
72,19.3,1304.8,Two year,No
1,74.7,74.7,Month-to-month,Fiber optic
71,116.3,8309.55,One year,Fiber optic
22,59.05,1253.5,Month-to-month,DSL
31,20.65,702.05,Month-to-month,No
46,64.2,3009.5,Two year,DSL
16,84.95,1378.25,Month-to-month,Fiber optic
39,95.65,3759.05,Month-to-month,Fiber optic
54,46.2,2431.95,Two year,DSL
14,64.7,941,Month-to-month,DSL
49,109.2,5290.45,One year,Fiber optic
15,25.05,369.1,Two year,No
52,19.65,928.4,One year,No
6,20.1,100.35,Two year,No
3,95.2,292.85,Month-to-month,Fiber optic
6,84.2,519.15,Month-to-month,Fiber optic
1,79.6,79.6,Month-to-month,Fiber optic
14,55.7,795.15,One year,DSL
47,20.05,951.55,One year,No
3,36.45,93.7,Month-to-month,DSL
1,49.0,49,Month-to-month,DSL
71,25.05,1873.7,Two year,No
2,69.7,135.2,Month-to-month,Fiber optic
13,19.95,257,One year,No
54,86.2,4524.05,Month-to-month,DSL
5,55.8,300.4,Month-to-month,DSL
22,50.35,1098.85,Month-to-month,DSL
13,98.0,1237.85,Month-to-month,Fiber optic
4,70.65,293.85,Month-to-month,Fiber optic
48,111.45,5315.1,Month-to-month,Fiber optic
29,20.65,654.85,Month-to-month,No
13,18.8,251.25,Month-to-month,No
1,60.1,60.1,Month-to-month,DSL
71,89.9,6342.7,Two year,DSL
72,109.95,7852.4,Two year,Fiber optic
64,86.55,5632.55,Two year,DSL
46,60.75,2893.4,Two year,DSL
42,100.4,4303.65,Two year,Fiber optic
21,104.35,2271.85,Month-to-month,Fiber optic
25,84.6,2088.05,Month-to-month,Fiber optic
24,20.25,439.75,One year,No
41,35.4,1412.4,One year,DSL
56,64.65,3665.55,One year,DSL
1,24.4,24.4,Month-to-month,DSL
1,24.25,24.25,Month-to-month,DSL
31,20.95,683.25,One year,No
58,94.35,5563.65,Two year,Fiber optic
6,59.15,336.7,Month-to-month,DSL
17,89.4,1539.45,Month-to-month,Fiber optic
45,97.05,4385.05,Month-to-month,Fiber optic
59,79.2,4590.35,Two year,Fiber optic
2,70.35,139.05,Month-to-month,Fiber optic
4,65.6,250.1,Month-to-month,DSL
18,74.15,1345.75,Month-to-month,Fiber optic
18,20.35,369.6,One year,No
1,35.9,35.9,Month-to-month,DSL
42,94.4,4014.6,Month-to-month,Fiber optic
20,85.25,1734.5,Month-to-month,Fiber optic
69,85.4,5869.4,Month-to-month,Fiber optic
1,55.3,55.3,Month-to-month,DSL
20,19.4,415.4,Month-to-month,No
58,109.45,6144.55,Two year,Fiber optic
72,94.25,6849.75,Two year,Fiber optic
19,49.6,962.9,Month-to-month,DSL
16,65.2,1043.35,Month-to-month,DSL
12,94.2,1046.1,Month-to-month,Fiber optic
1,90.1,90.1,Month-to-month,Fiber optic
1,82.3,82.3,Month-to-month,Fiber optic
72,25.4,1809.35,Two year,No
26,49.5,1265.65,Month-to-month,DSL
4,73.75,325.45,Month-to-month,Fiber optic
24,84.8,1990.5,One year,DSL
50,19.35,1033,One year,No
51,86.35,4267.15,One year,Fiber optic
72,103.95,7517.7,Two year,Fiber optic
70,58.4,4113.15,One year,DSL
70,104.3,7188.5,Two year,Fiber optic
15,91.5,1400.3,Month-to-month,Fiber optic
47,94.9,4615.25,One year,Fiber optic
63,86.7,5309.5,Two year,DSL
64,115.1,7334.05,Two year,Fiber optic
59,89.75,5496.9,Month-to-month,Fiber optic
1,24.0,24,Month-to-month,No
40,84.9,3369.05,Month-to-month,Fiber optic
55,25.7,1443.65,Two year,No
50,20.15,989.05,One year,No
65,107.45,7047.5,One year,Fiber optic
68,24.55,1657.4,Two year,No
2,70.75,146.9,Month-to-month,DSL
63,84.0,5329.55,One year,DSL
67,105.65,6717.9,Two year,Fiber optic
60,106.0,6441.4,One year,Fiber optic
67,64.55,4250.1,Two year,DSL
62,113.95,6891.4,Two year,Fiber optic
59,61.35,3645.5,One year,DSL
31,50.05,1523.4,One year,DSL
69,105.4,6998.95,Two year,Fiber optic
4,55.5,227.35,Month-to-month,DSL
1,84.3,84.3,Month-to-month,Fiber optic
28,56.05,1522.65,Month-to-month,DSL
68,84.7,5711.05,Two year,Fiber optic
12,20.45,255.35,Month-to-month,No
65,105.85,6725.5,Two year,Fiber optic
3,97.9,315.3,Month-to-month,Fiber optic
11,79.5,868.5,Month-to-month,Fiber optic
47,54.25,2538.2,Month-to-month,DSL
25,25.3,676.35,One year,No
1,49.8,49.8,Month-to-month,DSL
63,104.75,6536.5,Two year,Fiber optic
22,25.6,548.8,One year,No
60,60.2,3582.4,Month-to-month,DSL
1,50.55,50.55,Month-to-month,DSL
62,100.15,6283.3,Month-to-month,Fiber optic
47,86.05,3865.6,Month-to-month,Fiber optic
72,109.75,7932.5,Two year,Fiber optic
26,81.9,2078.55,Month-to-month,DSL
11,99.5,1056.95,Month-to-month,Fiber optic
70,113.65,7714.65,Two year,Fiber optic
43,63.95,2737.05,Month-to-month,DSL
69,26.3,1763.55,One year,No
72,114.0,8093.15,Two year,Fiber optic
60,103.75,5969.95,Month-to-month,Fiber optic
13,70.15,886.7,Month-to-month,Fiber optic
59,41.05,2452.7,Month-to-month,DSL
67,65.55,4361.55,Two year,DSL
12,20.5,255.5,Month-to-month,No
3,50.4,137.25,Month-to-month,DSL
1,45.35,45.35,Month-to-month,DSL
45,84.35,3858.05,Two year,DSL
31,54.35,1647,Month-to-month,DSL
7,19.45,165.35,Two year,No
33,20.1,579.4,One year,No
40,110.1,4469.1,Month-to-month,Fiber optic
33,95.8,3036.75,One year,Fiber optic
1,44.35,44.35,Month-to-month,DSL
71,20.1,1389.6,Two year,No
3,53.4,188.7,Month-to-month,DSL
27,94.55,2724.6,Month-to-month,Fiber optic
61,115.1,6993.65,One year,Fiber optic
48,19.95,1004.5,One year,No
41,20.0,810.3,Two year,No
9,75.75,655.9,Month-to-month,Fiber optic
11,40.4,422.6,One year,DSL
3,60.25,170.5,Month-to-month,DSL
66,79.4,5154.6,Two year,DSL
69,104.7,7220.35,One year,Fiber optic
38,110.7,4428.6,One year,Fiber optic
1,69.85,69.85,Month-to-month,Fiber optic
48,111.8,5443.65,Two year,Fiber optic
19,44.9,839.65,Month-to-month,DSL
16,19.35,275.9,Month-to-month,No
18,60.6,1156.35,Month-to-month,DSL
25,19.9,505.45,One year,No
55,79.4,4238.45,Month-to-month,Fiber optic
3,45.35,141.5,Month-to-month,DSL
8,81.25,585.95,Month-to-month,Fiber optic
39,59.3,2209.15,One year,DSL
5,20.15,117.95,Month-to-month,No
61,118.6,7365.7,One year,Fiber optic
1,35.75,35.75,Month-to-month,DSL
4,25.25,101.9,Month-to-month,No
63,79.7,4786.15,One year,DSL
12,24.95,280.4,One year,No
3,75.15,216.75,Month-to-month,Fiber optic
15,105.35,1559.25,Month-to-month,Fiber optic
50,43.05,2208.05,One year,DSL
42,95.25,3959.35,Month-to-month,Fiber optic
10,19.95,187.75,Month-to-month,No
55,59.45,3157,One year,DSL
23,75.0,1778.5,Month-to-month,Fiber optic
9,69.05,653.95,Month-to-month,DSL
59,94.05,5483.9,One year,Fiber optic
72,85.1,6155.4,Two year,DSL
1,95.85,95.85,Month-to-month,Fiber optic
24,21.1,490.65,Two year,No
58,66.8,3970.4,Month-to-month,DSL
31,75.25,2344.5,One year,DSL
16,19.6,314.45,Month-to-month,No
37,79.25,2911.8,One year,DSL
17,69.0,1149.65,Month-to-month,Fiber optic
49,93.85,4733.1,Month-to-month,Fiber optic
2,45.15,98.5,Month-to-month,DSL
47,85.5,4042.3,Month-to-month,Fiber optic
1,69.5,69.5,Month-to-month,Fiber optic
56,89.7,4952.95,Month-to-month,Fiber optic
46,90.95,4236.6,One year,Fiber optic
72,89.7,6339.3,Two year,DSL
43,100.0,4211.55,One year,Fiber optic
1,70.5,70.5,Month-to-month,Fiber optic
72,111.65,8022.85,Two year,Fiber optic
12,29.35,381.2,Month-to-month,DSL
68,41.95,2965.75,Two year,DSL
41,98.4,4187.75,Month-to-month,Fiber optic
58,91.55,5511.65,Month-to-month,Fiber optic
39,30.1,1131.3,Month-to-month,DSL
48,78.75,3682.45,One year,DSL
25,25.4,546.85,Month-to-month,No
16,20.5,290.55,Two year,No
24,89.55,2187.15,Month-to-month,Fiber optic
43,90.65,3882.3,One year,Fiber optic
1,35.05,35.05,Month-to-month,DSL
3,54.7,169.45,Month-to-month,DSL
3,70.25,229.7,Month-to-month,Fiber optic
57,55.7,3171.6,Month-to-month,DSL
57,94.0,5438.95,Month-to-month,Fiber optic
1,54.5,54.5,Month-to-month,DSL
9,45.15,416.45,Month-to-month,DSL
6,95.75,573.75,Month-to-month,Fiber optic
63,104.8,6597.25,Two year,Fiber optic
14,80.35,1058.1,Month-to-month,Fiber optic
23,55.3,1284.2,Month-to-month,DSL
71,24.45,1681.6,Two year,No
43,92.55,4039,Month-to-month,Fiber optic
17,89.15,1496.9,Month-to-month,Fiber optic
15,46.3,639.45,Month-to-month,DSL
35,55.25,1924.1,Two year,DSL
31,104.2,3243.45,Month-to-month,Fiber optic
71,90.35,6325.25,Two year,DSL
34,73.95,2524.45,Month-to-month,Fiber optic
15,64.65,994.55,Month-to-month,DSL
68,25.4,1620.2,Two year,No
26,82.0,2083.1,One year,DSL
1,70.45,70.45,Month-to-month,DSL
57,69.85,4003,Two year,DSL
39,95.55,3692.85,One year,Fiber optic
46,24.9,1174.8,One year,No
64,104.4,6692.65,Two year,Fiber optic
3,94.9,273.2,Month-to-month,Fiber optic
4,20.15,68.45,Month-to-month,No
71,91.25,6589.6,Two year,DSL
24,99.3,2431.35,Month-to-month,Fiber optic
43,19.65,779.25,Two year,No
17,69.0,1108,Month-to-month,DSL
34,85.2,2874.45,Month-to-month,Fiber optic
10,44.85,435.4,Month-to-month,DSL
40,91.55,3673.6,Month-to-month,Fiber optic
52,59.85,3103.25,Two year,DSL
51,93.8,4539.35,Month-to-month,Fiber optic
13,100.75,1313.25,Month-to-month,Fiber optic
18,64.8,1166.7,Month-to-month,DSL
30,64.5,1985.15,One year,DSL
4,74.8,321.9,Month-to-month,Fiber optic
4,63.75,226.2,Month-to-month,DSL
1,20.2,20.2,Month-to-month,No
38,19.6,763.1,One year,No
72,84.7,6185.15,Two year,Fiber optic
72,80.45,5737.6,Two year,Fiber optic
1,54.65,54.65,Month-to-month,DSL
56,103.2,5873.75,Two year,Fiber optic
15,75.65,1146.65,Month-to-month,Fiber optic
65,26.5,1698.55,Two year,No
5,64.4,316.9,Month-to-month,DSL
72,25.2,1798.9,Two year,No
72,97.85,6841.3,Two year,Fiber optic
34,49.8,1734.2,Month-to-month,DSL
64,94.25,6081.4,Month-to-month,Fiber optic
65,20.4,1414.45,Two year,No
54,97.2,5129.45,Two year,Fiber optic
1,20.35,20.35,Month-to-month,No
11,84.8,888.75,Month-to-month,Fiber optic
6,55.15,322.9,Month-to-month,DSL
